Ensembl Gene ID,Gene Start (bp),Gene End (bp),Chromosome Name,Strand,Associated Gene Name
ENSMUSG00000033307,75859353,75860250,10,-1,Mif
ENSMUSG00000094877,53283896,53284171,14,1,Trav3n-3
ENSMUSG00000086124,45666623,45668498,14,-1,A530076I17Rik
ENSMUSG00000101216,68744295,68744990,Y,1,Gm29451
ENSMUSG00000073000,76444560,76451336,12,1,Gm10451
ENSMUSG00000058360,68733137,68738077,3,1,Gm10040
ENSMUSG00000098447,119520090,119526359,1,-1,Gm27184
ENSMUSG00000095331,24063832,24064140,7,1,Ptma-ps1
ENSMUSG00000080300,3835901,3837534,X,-1,Spin2-ps1
ENSMUSG00000037646,35371546,35931228,15,1,Vps13b
ENSMUSG00000037060,105480607,105482197,7,-1,Prkcdbp
ENSMUSG00000037470,36140027,36244720,1,-1,Uggt1
ENSMUSG00000052372,86740870,88115645,X,-1,Il1rapl1
ENSMUSG00000027999,129878622,129895821,3,1,Pla2g12a
ENSMUSG00000049314,109179227,109195975,9,-1,Fbxw13
ENSMUSG00000045815,34579202,34579711,1,-1,1700101I19Rik
ENSMUSG00000052688,131688695,131715439,1,1,5430435G22Rik
ENSMUSG00000044676,110079764,110090181,8,1,Zfp612
ENSMUSG00000100639,31625788,31625986,7,1,Scgb1b6-ps
ENSMUSG00000028059,88607454,88648052,3,1,Arhgef2
ENSMUSG00000068437,50034391,50035500,14,-1,Olfr725
ENSMUSG00000015377,89182217,89196474,15,-1,Dennd6b
ENSMUSG00000101317,58688586,58691821,Y,-1,Gm28284
ENSMUSG00000098923,119526160,119528983,1,1,Tmem185b
ENSMUSG00000048373,43978865,43981762,5,-1,Fgfbp1
ENSMUSG00000024614,90510154,90543267,18,1,Tmx3
ENSMUSG00000045174,34579657,34590944,1,1,Amer3
ENSMUSG00000097349,5597554,5598096,14,1,Gm26731
ENSMUSG00000086193,88011991,88048006,11,-1,Gm11508
ENSMUSG00000043091,99029891,99038105,15,1,Tuba1c
ENSMUSG00000075511,83357526,83367282,15,-1,1700001L05Rik
ENSMUSG00000023000,98893031,98898540,15,-1,Dhh
ENSMUSG00000030104,108828641,108859356,6,1,Edem1
ENSMUSG00000042406,80255184,80257540,15,1,Atf4
ENSMUSG00000040105,28963953,28966811,19,1,Ppapdc2
ENSMUSG00000024588,64456550,64489066,18,-1,Fech
ENSMUSG00000101014,14149084,14154446,10,-1,Gm28289
ENSMUSG00000056753,84065236,84067287,8,-1,C330011M18Rik
ENSMUSG00000075225,41538846,41709300,10,-1,Ccdc162
ENSMUSG00000047881,63908896,63968905,5,-1,Rell1
ENSMUSG00000028134,119718742,119783388,3,-1,Ptbp2
ENSMUSG00000045822,164805098,164822130,2,1,Zswim3
ENSMUSG00000038859,144264526,144358112,5,-1,Baiap2l1
ENSMUSG00000057278,86371583,86378902,6,1,Snrpg
ENSMUSG00000022342,45106284,45114934,15,-1,Kcnv1
ENSMUSG00000095690,7398421,7399077,19,-1,Rab11b-ps2
ENSMUSG00000022476,81915030,81926213,15,-1,Polr3h
ENSMUSG00000038179,171632403,171653035,1,-1,Slamf7
ENSMUSG00000073807,88771550,88771784,4,-1,Gm10581
ENSMUSG00000104248,176370155,176373720,1,-1,RP23-387L22.2
ENSMUSG00000031661,88521344,88594887,8,1,Nkd1
ENSMUSG00000031805,71676296,71690575,8,1,Jak3
ENSMUSG00000029288,88456011,88468527,5,1,Ambn
ENSMUSG00000054200,38097079,38114263,19,1,Ffar4
ENSMUSG00000104021,176430111,176527273,1,-1,RP23-387L22.3
ENSMUSG00000022508,23965052,23988852,16,-1,Bcl6
ENSMUSG00000050553,97455161,97457008,5,-1,Gk2
ENSMUSG00000090470,98864767,98866583,9,1,2410012M07Rik
ENSMUSG00000089993,28862330,28863707,19,-1,Gm5822
ENSMUSG00000103471,176641897,176642558,1,-1,RP23-440J24.1
ENSMUSG00000042439,65580230,65689443,18,1,Zfp532
ENSMUSG00000032854,125865359,125938550,3,-1,Ugt8a
ENSMUSG00000036291,49066495,49087723,14,1,Ap5m1
ENSMUSG00000084327,19726491,19726887,X,1,Gm14531
ENSMUSG00000084071,21244105,21244440,2,1,Gm13378
ENSMUSG00000045629,61953075,62015715,18,1,Sh3tc2
ENSMUSG00000028799,128773088,128806045,4,-1,Zfp362
ENSMUSG00000090758,120689146,120709447,11,-1,Gm17178
ENSMUSG00000082162,68613793,68614140,X,1,Gm14701
ENSMUSG00000087146,161821366,161832112,X,-1,Gm15205
ENSMUSG00000051721,4843303,4856925,12,1,BC068281
ENSMUSG00000020178,75316943,75334788,10,1,Adora2a
ENSMUSG00000031563,47826083,47990543,8,-1,Wwc2
ENSMUSG00000093639,43427670,43435991,7,1,Lim2
ENSMUSG00000031787,95081201,95099874,8,1,Katnb1
ENSMUSG00000035215,80852825,80855209,10,-1,Lsm7
ENSMUSG00000034675,55473429,55488111,13,-1,Dbn1
ENSMUSG00000054150,104929949,105009809,12,-1,Syne3
ENSMUSG00000082429,155502316,155502706,4,-1,Gm13171
ENSMUSG00000032987,98456312,98457247,15,1,Olfr281
ENSMUSG00000055978,45648595,45666308,7,-1,Fut2
ENSMUSG00000041255,113285732,113297190,2,1,Tmco5b
ENSMUSG00000045417,20846551,20847501,17,1,Vmn1r230
ENSMUSG00000004613,43430088,43435991,7,1,Lim2
ENSMUSG00000030532,80343137,80346097,7,1,Hddc3
ENSMUSG00000035776,71420060,71492849,X,-1,Cd99l2
ENSMUSG00000096386,20417942,20418865,7,1,Vmn1r100
ENSMUSG00000097437,43427622,43428873,7,1,Lim2
ENSMUSG00000049168,42837852,42838888,6,1,Olfr449
ENSMUSG00000045435,20882191,20886870,5,1,Tmem60
ENSMUSG00000025280,24448694,24487046,14,-1,Polr3a
ENSMUSG00000033834,60938692,60941935,13,-1,Tpbpa
ENSMUSG00000028106,95759873,95818953,3,-1,Rprd2
ENSMUSG00000083041,4893352,4893777,6,-1,Gm9835
ENSMUSG00000096878,25923498,25926215,5,-1,Gm21655
ENSMUSG00000094529,32380225,32404629,Y,1,Gm21744
ENSMUSG00000068167,64477813,64479148,16,-1,Csnka2ip
ENSMUSG00000032489,110476958,110525174,9,1,Kif9
ENSMUSG00000101207,43076399,43079631,Y,-1,Gm28310
ENSMUSG00000021791,41049209,41069074,14,-1,Dydc2
ENSMUSG00000050668,78835516,78848299,17,1,Gpatch11
ENSMUSG00000041438,106893640,106923093,8,1,Cirh1a
ENSMUSG00000013539,18300825,18348103,16,-1,Tango2
ENSMUSG00000015501,13966075,14151374,10,1,Hivep2
ENSMUSG00000094594,79680266,79680824,8,-1,Tpd52-ps
ENSMUSG00000086017,20343706,20347818,4,1,Gm11872
ENSMUSG00000037085,58872649,58876781,15,1,Trmt12
ENSMUSG00000102807,20819621,20823689,3,1,RP24-268H11.1
ENSMUSG00000034647,65967501,66077089,17,-1,Ankrd12
ENSMUSG00000083394,115724326,115724808,11,-1,Gm11703
ENSMUSG00000021109,73901375,73947530,12,1,Hif1a
ENSMUSG00000037570,99242818,99251961,15,-1,Mcrs1
ENSMUSG00000095787,54469,54840,GL456211.1,-1,AC133103.6
ENSMUSG00000026627,191325912,191350914,1,1,Tmem206
ENSMUSG00000057469,16810965,16826743,12,1,E2f6
ENSMUSG00000048164,48218605,48219204,16,1,Gm7204
ENSMUSG00000043681,34351881,34355433,14,-1,Fam25c
ENSMUSG00000038637,141194157,141210055,7,1,Lrrc56
ENSMUSG00000075122,38458933,38486933,16,1,Cd80
ENSMUSG00000080967,100361362,100362059,4,-1,Gm12706
ENSMUSG00000015542,115182832,115187859,11,-1,Nat9
ENSMUSG00000033508,86628174,86629702,6,1,Asprv1
ENSMUSG00000041187,16842902,16870461,7,1,Prkd2
ENSMUSG00000081964,20391096,20392399,4,1,Gm11873
ENSMUSG00000058966,126816885,126830219,7,1,Fam57b
ENSMUSG00000018449,70970213,70977833,11,1,Rpain
ENSMUSG00000081876,91156682,91157287,4,1,Gm12644
ENSMUSG00000016541,85336381,85463836,15,1,Atxn10
ENSMUSG00000075025,93452819,93469871,2,1,Gm10804
ENSMUSG00000090318,3362782,3363262,14,-1,Gm17223
ENSMUSG00000024098,65923066,65951187,17,-1,Twsg1
ENSMUSG00000097481,120294364,120295432,6,1,D330020A13Rik
ENSMUSG00000086385,100119621,100120841,4,1,Gm12701
ENSMUSG00000005355,78711997,78718293,10,-1,Casp14
ENSMUSG00000024340,34354822,34369493,17,1,Btnl2
ENSMUSG00000059173,79834453,80129458,2,-1,Pde1a
ENSMUSG00000049112,112473684,112489808,6,-1,Oxtr
ENSMUSG00000031983,124635766,124663369,8,-1,2310022B05Rik
ENSMUSG00000037791,77982754,78030539,11,1,Phf12
ENSMUSG00000024442,38250249,38262629,18,1,0610009O20Rik
ENSMUSG00000028156,138526191,138557599,3,1,Eif4e
ENSMUSG00000047153,55884969,55896781,14,1,Khnyn
ENSMUSG00000030064,97286867,97617541,6,-1,Frmd4b
ENSMUSG00000032307,55148854,55207529,9,1,Ube2q2
ENSMUSG00000024764,7225668,7241222,19,-1,Naa40
ENSMUSG00000086175,38828908,38829244,16,1,Gm15802
ENSMUSG00000095136,60679707,60680088,11,-1,Gm12616
ENSMUSG00000055761,20118874,20778866,4,-1,Nkain3
ENSMUSG00000009112,120836230,120892842,6,1,Bcl2l13
ENSMUSG00000040498,19937305,19950743,7,-1,Igsf23
ENSMUSG00000033752,84087933,84155786,3,-1,Mnd1
ENSMUSG00000081067,75147609,75148989,4,1,Gm12912
ENSMUSG00000003032,55527143,55532466,4,-1,Klf4
ENSMUSG00000058704,74200706,74294883,17,-1,Memo1
ENSMUSG00000025545,122181694,122402232,14,1,Clybl
ENSMUSG00000074999,67572042,67574263,10,1,Gm10797
ENSMUSG00000027469,152847964,152895321,2,1,Tpx2
ENSMUSG00000094951,113625506,113625956,12,-1,Ighv5-6
ENSMUSG00000085466,141870135,141870401,X,-1,Hmgn2l6
ENSMUSG00000104276,9630646,9631341,2,-1,RP23-141B15.3
ENSMUSG00000026357,144752683,144775435,1,-1,Rgs18
ENSMUSG00000079764,26556,27953,GL456350.1,-1,AC087559.1
ENSMUSG00000053175,19808462,19822770,7,-1,Bcl3
ENSMUSG00000081456,130524637,130525424,X,1,Gm7781
ENSMUSG00000071711,78406712,78414002,15,1,Mpst
ENSMUSG00000035671,84210942,84237042,8,-1,Zswim4
ENSMUSG00000086954,124217679,124222331,2,-1,4930583P06Rik
ENSMUSG00000021799,34590618,34600142,14,-1,Opn4
ENSMUSG00000094764,36688004,36688933,2,1,Olfr346
ENSMUSG00000045691,55053884,55098986,14,1,Thtpa
ENSMUSG00000036977,79711820,79777321,8,1,Anapc10
ENSMUSG00000032436,114756837,114781993,9,-1,Cmtm7
ENSMUSG00000030546,79721164,79732776,7,-1,Plin1
ENSMUSG00000002688,50341231,50649223,12,-1,Prkd1
ENSMUSG00000101088,58698917,58715770,19,1,1810018F18Rik
ENSMUSG00000030978,102441695,102469771,7,1,Rrm1
ENSMUSG00000091016,41473616,41475917,14,-1,Gm2878
ENSMUSG00000022564,76246807,76249904,15,1,Grina
ENSMUSG00000081765,62686050,62686535,X,1,Gm14677
ENSMUSG00000085354,139957005,139958039,7,-1,Gm2044
ENSMUSG00000104050,18321027,18322074,Y,1,CH36-326H15.7
ENSMUSG00000033940,113604772,113616948,6,1,Brk1
ENSMUSG00000094566,60682179,60684164,11,-1,Gm12620
ENSMUSG00000058546,78180932,78183584,11,-1,Rpl23a
ENSMUSG00000052698,67217087,67559703,9,-1,Tln2
ENSMUSG00000086335,31832660,31838214,11,1,Gm12107
ENSMUSG00000026657,4017717,4614043,2,1,Frmd4a
ENSMUSG00000100176,100530616,100531071,9,-1,Gm28586
ENSMUSG00000104317,84061758,84062227,10,1,RP24-538A12.1
ENSMUSG00000064317,78393309,78393756,10,1,Gm10146
ENSMUSG00000022323,34484021,34495255,15,-1,Hrsp12
ENSMUSG00000039215,48986861,48991725,6,1,Svs1
ENSMUSG00000046317,96433788,96452306,3,-1,BC107364
ENSMUSG00000022901,36603869,36666081,16,-1,Cd86
ENSMUSG00000084034,60692695,60693075,11,-1,Gm12617
ENSMUSG00000087354,91011249,91016743,16,1,4930404I05Rik
ENSMUSG00000081607,141873409,141875235,X,-1,Gm15294
ENSMUSG00000053815,50618161,50619265,14,1,Olfr744
ENSMUSG00000028766,137741733,137796384,4,-1,Alpl
ENSMUSG00000057170,27094212,27100255,13,1,Prl3d1
ENSMUSG00000049265,30588170,30625270,5,1,Kcnk3
ENSMUSG00000052303,47185707,47204920,7,-1,Mrgpra6
ENSMUSG00000026028,58900449,58973430,1,-1,Trak2
ENSMUSG00000075555,79166041,79227524,15,1,Gm10863
ENSMUSG00000040013,135291704,135349991,5,-1,Fkbp6
ENSMUSG00000056427,35121224,35708507,11,1,Slit3
ENSMUSG00000038650,141160328,141172851,7,-1,Rnh1
ENSMUSG00000080941,26859967,26860101,5,-1,Gm16056
ENSMUSG00000052642,58446149,58452923,11,-1,4930504O13Rik
ENSMUSG00000033809,20605451,20610768,16,-1,Alg3
ENSMUSG00000032475,100492293,100546134,9,-1,Nck1
ENSMUSG00000022814,33954782,33967038,16,-1,Umps
ENSMUSG00000070999,43983483,43985423,4,1,Ccin
ENSMUSG00000101531,59489253,59492035,Y,1,Gm29672
ENSMUSG00000093386,67324894,67335928,14,-1,1700120O09Rik
ENSMUSG00000015709,84246281,84409959,7,-1,Arnt2
ENSMUSG00000092377,36703775,36704203,17,1,Gm20549
ENSMUSG00000044040,13794665,13795609,19,-1,Olfr1497
ENSMUSG00000096681,53213730,53214167,14,1,Rps19-ps1
ENSMUSG00000027356,132904389,132945906,2,-1,Fermt1
ENSMUSG00000059436,76937269,76962248,12,-1,Max
ENSMUSG00000047799,143437164,143450324,4,-1,Oog4
ENSMUSG00000093634,67427668,67437171,14,-1,Gm10860
ENSMUSG00000086863,145182275,145187630,6,1,Gm15543
ENSMUSG00000030196,133036163,133037101,6,-1,Tas2r103
ENSMUSG00000081914,22625758,22626482,13,-1,Vmn1r-ps109
ENSMUSG00000102930,36913601,36916539,1,-1,RP23-328J8.2
ENSMUSG00000091957,61259008,61259972,18,-1,Rps2-ps10
ENSMUSG00000092172,36705724,36706847,17,-1,Gm20523
ENSMUSG00000089647,6604341,6654303,15,-1,Gm2245
ENSMUSG00000076839,53545014,53545521,14,1,Trav13-1
ENSMUSG00000083953,130987984,130988619,2,1,Gm14049
ENSMUSG00000024451,37972624,37997574,18,-1,Arap3
ENSMUSG00000024587,64499665,64516557,18,-1,Nars
ENSMUSG00000103249,49604227,49604467,3,1,RP24-550N13.3
ENSMUSG00000086818,141844321,141846990,4,1,Ctrcos
ENSMUSG00000096299,149582012,149583656,6,1,Gm21814
ENSMUSG00000021221,83213745,83487716,12,-1,Dpf3
ENSMUSG00000034485,60794548,60880370,9,1,Uaca
ENSMUSG00000028633,120539868,120570276,4,-1,Ctps
ENSMUSG00000102351,49913193,49915008,16,1,AC107830.1
ENSMUSG00000021835,46383520,46390669,14,-1,Bmp4
ENSMUSG00000076867,54075004,54075515,14,1,Trdv4
ENSMUSG00000057179,50680691,50681645,14,-1,Olfr747
ENSMUSG00000020713,106300271,106301865,11,-1,Gh
ENSMUSG00000035165,100176670,100184869,7,1,Kcne3
ENSMUSG00000030847,128523583,128546977,7,1,Bag3
ENSMUSG00000091089,50895942,50897456,14,-1,A930018M24Rik
ENSMUSG00000057667,19505814,19508331,7,-1,Bloc1s3
ENSMUSG00000059493,161833296,162159730,X,-1,Nhs
ENSMUSG00000021379,48261427,48264036,13,1,Id4
ENSMUSG00000075167,86988242,86989174,2,-1,Olfr1101
ENSMUSG00000074865,62517500,62520544,13,-1,Zfp934
ENSMUSG00000052566,84990595,85003364,8,1,Hook2
ENSMUSG00000076871,54136779,54136837,14,1,Trdj2
ENSMUSG00000091478,100361716,100362126,11,-1,Gm10039
ENSMUSG00000102501,106072584,106075894,1,-1,RP24-339K18.3
ENSMUSG00000049843,87001971,87002945,2,1,Olfr1102
ENSMUSG00000038267,34179158,34345182,13,-1,Slc22a23
ENSMUSG00000045036,65256005,65540782,17,-1,Tmem232
ENSMUSG00000103958,178266204,178267106,1,1,RP24-259F2.1
ENSMUSG00000094915,31967,34932,GL456212.1,-1,AC168977.2
ENSMUSG00000030050,87345653,87350915,6,-1,Gkn1
ENSMUSG00000045215,22344883,22530227,18,1,Asxl3
ENSMUSG00000017776,75679259,75706908,11,1,Crk
ENSMUSG00000103780,168335980,168337671,1,-1,RP24-93F24.2
ENSMUSG00000024575,61220482,61289924,18,1,Pde6a
ENSMUSG00000086505,27552551,27553875,5,-1,Gm16058
ENSMUSG00000087571,161908223,161908777,X,1,Gm15202
ENSMUSG00000097854,79910856,79911140,10,1,Gm26602
ENSMUSG00000067017,105455971,105458829,1,1,Gm3608
ENSMUSG00000021130,80518990,80603896,12,1,Galnt16
ENSMUSG00000103259,35361961,35363113,9,-1,RP23-296M10.4
ENSMUSG00000037660,8297934,8301954,12,-1,Gdf7
ENSMUSG00000082797,17297577,17298419,11,-1,Gm12015
ENSMUSG00000029547,139751282,139775678,5,-1,Ints1
ENSMUSG00000102491,55960404,55960756,1,-1,RP24-421N21.2
ENSMUSG00000021993,60784566,60903610,14,1,Mipep
ENSMUSG00000006411,171370099,171388598,1,1,Pvrl4
ENSMUSG00000084130,115729466,115729679,11,1,Gm11704
ENSMUSG00000034818,81459227,81482709,10,-1,Celf5
ENSMUSG00000072952,85111416,85126125,6,-1,Gm5878
ENSMUSG00000038279,125131883,125144753,6,1,Nop2
ENSMUSG00000020639,4769295,4778266,12,1,Pfn4
ENSMUSG00000099950,55931241,55972328,1,1,9130227L01Rik
ENSMUSG00000055609,32276400,32278116,11,1,Hba-x
ENSMUSG00000100861,82597290,82597904,Y,-1,Gm29382
ENSMUSG00000078380,34251038,34251493,7,1,Gm6096
ENSMUSG00000031880,104628066,104631321,8,-1,Rrad
ENSMUSG00000099139,106587143,106594820,8,1,1110028F18Rik
ENSMUSG00000070570,45163921,45176138,7,1,Slc17a7
ENSMUSG00000019997,24595442,24598683,10,1,Ctgf
ENSMUSG00000090505,41484232,41489485,14,-1,Gm3486
ENSMUSG00000041765,121878606,122021034,14,1,Ubac2
ENSMUSG00000079414,57092035,57105942,17,-1,Gm11110
ENSMUSG00000023723,88204388,88211507,11,1,Mrps23
ENSMUSG00000081352,40116816,40117233,4,-1,Gm12389
ENSMUSG00000054036,98497474,98498406,15,1,Olfr279
ENSMUSG00000044636,100479570,100495239,15,-1,Csrnp2
ENSMUSG00000040631,94863828,94876312,8,-1,Dok4
ENSMUSG00000085192,50134082,50135004,11,-1,Gm12195
ENSMUSG00000083635,62939912,62940570,4,1,Gm11480
ENSMUSG00000006281,50824062,50870560,14,-1,Tep1
ENSMUSG00000048387,9574442,9581499,12,1,Osr1
ENSMUSG00000084848,114341160,114351479,8,-1,4933408N05Rik
ENSMUSG00000019907,108162400,108277575,10,1,Ppp1r12a
ENSMUSG00000079633,37514359,37519176,X,1,Rhox4d
ENSMUSG00000030107,121245906,121270916,6,1,Usp18
ENSMUSG00000031906,106252548,106337988,8,-1,Smpd3
ENSMUSG00000031662,88626828,88636128,8,-1,Snx20
ENSMUSG00000079658,16641725,16657042,1,-1,Tceb1
ENSMUSG00000048703,27495639,27501438,5,-1,Speer4b
ENSMUSG00000050685,50589859,50591154,16,-1,Ccdc54
ENSMUSG00000020439,3517523,3540612,11,-1,Smtn
ENSMUSG00000015312,80930091,80932204,10,1,Gadd45b
ENSMUSG00000069893,48946150,48979398,11,-1,9930111J21Rik1
ENSMUSG00000083756,47617085,47617529,2,1,Gm13468
ENSMUSG00000009216,27110380,27142491,2,-1,Fam163b
ENSMUSG00000066378,81855533,81855794,7,-1,Gm10160
ENSMUSG00000040340,3470862,3487181,8,1,1700019B03Rik
ENSMUSG00000096188,104348191,104395807,8,-1,Cmtm4
ENSMUSG00000097255,47785996,47786374,6,-1,Rpl31-ps7
ENSMUSG00000024067,74299474,74323944,17,-1,Dpy30
ENSMUSG00000037086,45090904,45092791,X,1,Prr32
ENSMUSG00000034837,107674474,107679712,9,-1,Gnat1
ENSMUSG00000043061,30584443,30591213,12,1,Tmem18
ENSMUSG00000031886,104926260,104934672,8,1,Ces2e
ENSMUSG00000032648,6384399,6398459,19,1,Pygm
ENSMUSG00000093804,111813786,111814724,2,-1,Olfr1303
ENSMUSG00000032058,50845301,50894229,9,1,Ppp2r1b
ENSMUSG00000005824,57189492,57194189,17,-1,Tnfsf14
ENSMUSG00000030214,136612070,136661928,6,-1,Plbd1
ENSMUSG00000020132,115289863,115315591,10,-1,Rab21
ENSMUSG00000038608,80501073,80758527,1,-1,Dock10
ENSMUSG00000000530,101128522,101145336,15,1,Acvrl1
ENSMUSG00000029377,91074617,91093649,5,1,Ereg
ENSMUSG00000080059,147821777,147822202,4,-1,Rps19-ps3
ENSMUSG00000061904,91116574,91124059,10,-1,Slc25a3
ENSMUSG00000029202,65615260,65697856,5,-1,Pds5a
ENSMUSG00000036136,31073968,31079937,12,1,Fam110c
ENSMUSG00000045333,87661810,87959595,8,-1,Zfp423
ENSMUSG00000054459,11325247,11436649,12,-1,Vsnl1
ENSMUSG00000086095,16816407,16822783,18,1,Gm15328
ENSMUSG00000083413,22628071,22629164,13,-1,Vmn1r-ps110
ENSMUSG00000028719,114959336,114987241,4,-1,Cmpk1
ENSMUSG00000102857,94012770,94012965,3,-1,RP23-242N11.5
ENSMUSG00000101283,77178372,77178986,Y,-1,Gm29314
ENSMUSG00000083059,111844262,111851838,2,-1,Olfr268-ps1
ENSMUSG00000022557,76452996,76477269,15,-1,Bop1
ENSMUSG00000048677,145253923,145283927,7,-1,Tpcn2
ENSMUSG00000097612,106090068,106091015,1,1,Gm26509
ENSMUSG00000082178,22675660,22676969,13,1,Gm11307
ENSMUSG00000057863,56613395,56614243,17,1,Rpl36
ENSMUSG00000080939,107279015,107279962,X,-1,Gm9208
ENSMUSG00000103150,6611205,6611463,3,-1,RP24-399N24.2
ENSMUSG00000026116,36792191,36943666,1,-1,Tmem131
ENSMUSG00000078429,126978717,126999975,10,1,Ctdsp2
ENSMUSG00000019845,39134023,39151058,10,1,Tube1
ENSMUSG00000089715,79823896,79834688,15,-1,Cbx6
ENSMUSG00000092583,12445358,12468852,7,1,Vmn2r-ps53
ENSMUSG00000059811,79848392,79896123,17,-1,Atl2
ENSMUSG00000104389,55082745,55084926,14,-1,RP23-171A13.10
ENSMUSG00000074955,111872915,111873853,2,-1,Olfr1305
ENSMUSG00000073236,153341157,153346073,2,-1,2500004C02Rik
ENSMUSG00000100559,61945610,61947950,Y,-1,Gm20803
ENSMUSG00000063804,45376620,45470201,10,-1,Lin28b
ENSMUSG00000044537,129311509,129311898,10,1,Olfr779
ENSMUSG00000075081,89609156,89614022,2,-1,Olfr1247
ENSMUSG00000056476,59006978,59318410,3,1,Med12l
ENSMUSG00000100439,65470201,65470508,1,-1,Gm28922
ENSMUSG00000083673,22690970,22691966,13,-1,Vmn1r-ps111
ENSMUSG00000082165,140821938,140822523,X,-1,Gm7091
ENSMUSG00000022622,89568326,89574585,15,1,Acr
ENSMUSG00000049225,11958184,11966452,4,-1,Pdp1
ENSMUSG00000059920,64751751,64771161,16,-1,4930453N24Rik
ENSMUSG00000051314,30818348,30823775,7,-1,Ffar2
ENSMUSG00000019848,45178098,45318452,10,1,Popdc3
ENSMUSG00000085221,22691299,22714987,13,1,Gm11309
ENSMUSG00000022148,6579871,6663313,15,1,Fyb
ENSMUSG00000015672,14610301,14613037,13,-1,Mrpl32
ENSMUSG00000083147,87009938,87010875,2,-1,Olfr1103-ps1
ENSMUSG00000058355,79683442,79711740,8,-1,Abce1
ENSMUSG00000063188,37405477,37406509,17,1,Olfr107
ENSMUSG00000046844,114205612,114374071,8,1,Vat1l
ENSMUSG00000101658,31443823,31444207,7,1,Scgb1b28-ps
ENSMUSG00000087206,19809609,19811872,7,1,Gm16175
ENSMUSG00000022089,70100145,70138191,14,1,Bin3
ENSMUSG00000092507,22285439,22285986,7,1,Gm4558
ENSMUSG00000099812,91907565,91913066,8,-1,Gm28515
ENSMUSG00000023018,99702287,99713995,15,1,Smarcd1
ENSMUSG00000104161,51980941,51990075,3,1,RP23-175G2.1
ENSMUSG00000104183,25706406,25707273,14,-1,RP24-408G4.3
ENSMUSG00000024174,55652025,55712628,17,-1,Pot1b
ENSMUSG00000095226,42792568,42797987,14,-1,Gm10377
ENSMUSG00000029814,49085221,49214954,6,-1,Igf2bp3
ENSMUSG00000078153,48945354,48946190,11,-1,Psme2b
ENSMUSG00000093544,117834007,117834351,12,-1,Gm20613
ENSMUSG00000101352,48116772,48117441,7,-1,Gm28665
ENSMUSG00000102404,153714654,153716569,1,1,RP23-184B11.5
ENSMUSG00000059423,147822986,147848366,4,-1,Zfp933
ENSMUSG00000027635,156995265,157007154,2,-1,Dsn1
ENSMUSG00000098524,26218722,26219910,14,-1,Gm19015
ENSMUSG00000098208,61461859,61462861,3,-1,Gm8349
ENSMUSG00000102539,51812951,51819309,3,1,RP23-346I1.5
ENSMUSG00000031613,56294552,56321046,8,1,Hpgd
ENSMUSG00000087593,19816553,19818625,7,1,Gm16174
ENSMUSG00000060621,19518731,19525050,7,1,Nkpd1
ENSMUSG00000045165,127091436,127094049,7,1,AI467606
ENSMUSG00000086248,95636972,95638265,9,-1,Gm16127
ENSMUSG00000001855,31974436,32053975,2,1,Nup214
ENSMUSG00000032783,99074973,99083407,15,1,Troap
ENSMUSG00000086531,25921033,25930941,13,-1,Gm11351
ENSMUSG00000075006,104068047,104068550,2,-1,Gm10799
ENSMUSG00000087400,24549441,24597108,10,-1,Gm15270
ENSMUSG00000086585,95618911,95648471,9,-1,Gm16126
ENSMUSG00000103433,191407666,191408247,1,1,RP23-103B18.6
ENSMUSG00000037857,77686155,77741921,11,1,Nufip2
ENSMUSG00000082956,100339485,100378960,13,-1,Naip3
ENSMUSG00000072722,112449426,112451738,5,1,Gm6588
ENSMUSG00000075141,88005817,88006776,2,-1,Olfr1160
ENSMUSG00000037579,99224976,99242817,15,1,Kcnh3
ENSMUSG00000073972,102614007,102614987,7,-1,Olfr553
ENSMUSG00000100825,95675429,95676017,9,-1,Itpa-ps2
ENSMUSG00000102732,51757124,51762088,3,-1,RP23-346I1.2
ENSMUSG00000042548,153345845,153404007,2,1,Asxl1
ENSMUSG00000024164,57203970,57228136,17,-1,C3
ENSMUSG00000060205,79034723,79035802,10,1,Olfr57
ENSMUSG00000048852,48904656,48992226,11,-1,Gm12185
ENSMUSG00000103009,129197252,129199194,2,-1,RP23-160G19.10
ENSMUSG00000074603,51693716,51695090,3,1,Gm10729
ENSMUSG00000080002,149660765,149661223,5,-1,Gm5566
ENSMUSG00000083930,143458378,143460538,4,-1,Gm13042
ENSMUSG00000024081,78919006,78937070,17,-1,Cebpz
ENSMUSG00000101079,38748760,38752645,19,-1,Gm28991
ENSMUSG00000068289,55971428,55973995,14,1,Cma2
ENSMUSG00000101583,106152625,106171524,1,-1,Gm20753
ENSMUSG00000087051,106291269,106292255,4,1,Gm12730
ENSMUSG00000102801,123363740,123367234,1,-1,RP23-247F18.3
ENSMUSG00000053279,20601961,20643462,19,1,Aldh1a1
ENSMUSG00000100979,120856674,120858010,1,1,Gm29347
ENSMUSG00000084059,143464274,143464774,4,-1,Gm13046
ENSMUSG00000048720,38836579,38919923,19,1,Tbc1d12
ENSMUSG00000102521,123457234,123460451,1,-1,RP23-247F18.6
ENSMUSG00000015354,95637601,95698096,9,1,Pcolce2
ENSMUSG00000099336,120847989,120857486,1,-1,Gm29348
ENSMUSG00000024292,32905071,32917342,17,-1,Cyp4f14
ENSMUSG00000022382,85535439,85581821,15,-1,Wnt7b
